HDAC_Panobinostat_Romidepsin,Proteasome_Carfilzomib,Tubulin_Ixabepilone,Translation_Omacetaxine,HDAC8_TGFb_EMT_Resistance
-0.7388201825710824,-1.2573024173122396,-2.2721461050484186,-1.8250813515746005,-0.24031813421539527
-1.9116227330744882,-0.4311483502851452,-0.046612263156923905,-0.2917281104731678,1.0880486742491342
-3.4410972354681206,-1.286711038527877,0.23010208485400732,-1.679616375661832,-0.0973543696457592
-0.3897589976849174,0.6030846707333152,-1.1290667146415565,-0.4665514582196797,1.3337096018226267
0.13878513792375816,-0.006112696987526964,-0.41249537010135956,-1.1348288391523378,1.1795460758938976
0.3102901274890886,-0.32779795859050004,-0.1623568655889434,-0.93870112105399,-0.5303662040534843
-2.260338956860595,0.827346502744877,-0.6934063036243513,0.36528837568216443,1.621603277375121
-0.11314560877295436,0.5406386076963897,0.6316916110809259,-0.48850681981759964,0.5560235196496347
0.8266466856470533,0.914727508051094,-0.009073556176649329,1.1215450457279519,-0.37768051794505675
-0.07102870754076515,-0.3603572923506797,-0.24951067753262926,-1.4075861388444346,1.3711761839057803
0.18883451511366278,1.1847385475131176,0.8607988513470513,-0.6479531866986302,1.2668230427786318
0.11381752759866073,0.6018945161966471,0.10845305830502042,1.2898968499969925,-0.8509499856991041
1.015671123553742,0.8176823002591076,1.036888053894106,1.4745560893291811,-1.500957082191147
0.7300151199099384,-0.14285160197685962,0.6869903263201309,-0.8964896336551041,0.691070554837331
0.21365037084921126,1.1784947860942008,0.6471853163122874,1.6426442589403232,0.06018544507459331
0.5661925533321971,1.028742203872452,0.3148543614949285,0.9696532058567957,-0.6475761122464062
0.9906638688894879,1.3599594707026657,0.1768708482812971,1.075395903922083,-1.094494834466295
0.9853817727669599,1.0209387708263962,1.4776066263558179,1.398307801383636,-1.5076154323367823
0.5877512039623449,-0.9209201878635527,-3.286102220111556,-0.45564016745808217,0.2844828683227803
0.2312185349145077,-1.7901773703300046,0.06278358886771478,-1.0900593746498144,-0.012502840942354161
0.8883104377754718,1.5399397225666651,0.7201579616325614,1.1277810095855365,-1.8195674691213533
0.5740707389551867,1.001196985906224,0.710662086030189,-0.33686084520918186,0.6143956283336004
1.0024576708436013,1.0683444566241571,1.1300254644650012,1.4170336815538134,-1.7155308764848625
0.8144219027235658,-0.12790662802556482,0.9358549689276746,-0.34284346261867144,1.2736568473446441
0.8989463905306869,1.2749077038168368,0.59974828047851,0.9145246925843155,-1.8395543090506963
0.8918012984732971,1.5741717108397522,1.187831189491568,1.0353753282673521,-0.46873668838288046
0.48115609410641724,0.27665867645809467,1.0186179546836924,-0.061994581334004345,0.5681493583255657
1.018337507080462,0.8625064131831636,0.9709116799556189,1.4145051036566667,-0.6173913956998788
0.17132730276318042,-1.1095672003100825,-0.7506517041261591,0.5221443352152967,-0.8214761537444931
1.0065816991243641,1.0469987545927952,-0.2450882862395803,0.9117628274341993,-1.0457374705477278
-0.044610360324482366,0.5517732373618965,1.2499928749696403,-0.847791112349814,0.6556822687039253
0.5116938340018344,-0.5060012517860739,-0.04142267887109923,0.3915607636848367,0.220343544760068
-0.3404813022870863,1.1599366259445156,0.8970502260555543,1.688632320817959,-0.9021576873081968
-3.075596630853175,-0.24597372974640558,-2.070537141466023,-2.139884018609138,-0.17973947393777512
0.023155624085303677,0.709605758116946,1.126983785574816,1.2098939881516775,-2.01075519193452
0.8394929053921067,1.1951579994231736,1.0762269745563975,1.1978988235862686,-1.8402252260522645
0.20586296282188113,0.6432339938836344,-1.0793733643434937,0.07992528866901724,-0.08793624869058438
-1.2515948866632383,-0.2460142883530934,-0.15316681827666398,-0.5653598726927935,0.13559977647184893
-1.0637063389445767,1.1329596291640738,0.9203162670263196,1.4075160010813794,-1.097422744162166
-0.07788837197084103,1.147458583835524,-0.2320791656945851,0.2458408662337288,0.8305944725926332
0.7644480350666754,-0.07791127231308781,-0.3281422412815615,0.47338006699726115,0.9300150751898326
-0.08147562029479644,0.227895583804738,0.1465895022933878,-0.9534670812650874,1.3324090909922874
0.781862707165517,0.4311717090105673,-0.038784782378461516,-0.9828350723463114,0.2119562643929624
0.2719706724991929,1.4997221299639767,0.34034511499629405,1.0908690842212254,-3.4557984555195955
0.06808244597801832,0.42032581995069507,0.8119722011253051,0.735281970018441,0.12685494958539267
0.8932370836477439,-1.3767325808669988,-0.3898458036225159,-1.003216993387074,0.5996507272178833
-0.017749886043313907,-0.9470372720291398,-2.4181627281794214,-0.41770156538365866,0.10193598769904731
0.475383088984128,1.16411806318954,-0.5523296847712776,-0.3502308110992773,0.45010155713461375
-3.0540933883164487,-0.8287572925722254,0.5118533280427665,0.7495401081035852,0.567692656063468
1.0216402735816368,-1.405604420230643,-0.7689191052172086,-0.5020015199266944,-0.15518034254529806
0.7013449935498214,-0.1144339749614725,-0.3637820646925003,0.13332536763160371,1.255949750777598
0.8879821211622757,0.8258251450064406,-0.9578332893260857,1.163712599067387,-0.2658772192558731
-2.8609533099993016,-0.21711574224873945,1.2259523871257807,-1.2619675146808493,0.8692753691648823
0.3169265543943358,0.3534468842868704,-0.5044808405822035,-0.22564576817737747,0.03648379704862325
0.9490670037502832,0.4481487685181873,-0.9086221667345418,0.42548744436320723,1.3381643061287658
-1.7885264919209314,-0.33634634402443886,0.5569164476902747,0.6632725958191269,1.1115157567473917
0.4217020175433556,-0.8435221370199696,-0.5155059333947707,-0.6226955176553337,0.5046141226701922
0.39648783278768585,0.5050635871452105,0.6711864270433686,1.3503632331975297,-2.109247291481053
-0.1799118489582109,1.2553344756196545,0.3905797982246077,1.629097539657345,-0.6879490108931855
0.9878173682678022,1.2975709891891138,0.5515088071217794,1.7961465816133633,-1.308492526003782
0.3711497928123009,0.5698763019198401,0.3473199321228132,1.1578722233231704,-1.1310516414979825
0.20868929124939373,-1.4024030508385528,-1.2426485926795083,-1.3695011197025986,0.6324729730145945
-0.29698451408006016,-1.540568155958184,-0.9816958588155839,-2.3026830507853258,0.45896653053826414
-0.31851905990706864,-2.0334808557653528,-1.2731501044210851,-0.892282553901838,0.11460441514146356
0.547651538833946,-1.0955277898025944,-1.106689650207841,-1.8515541384014296,0.8819359596323906
0.9545413246120305,1.1406723172762312,1.1131143848516627,1.5333628685667846,-1.9786761134726105
-1.4311322987346071,-0.4874640922673519,0.44951404885497237,-1.0466341635656413,0.7820202117398042
-1.3302211939617496,-0.883250288266502,0.18709413038153014,-0.05733828274340095,0.5690834079548159
0.9348670178117761,-0.19190951668838208,0.4059900846565635,0.04193003753113293,1.1532508297765718
1.0249086590819145,0.6195481101170933,0.7860951396705915,0.7189683260816476,-0.7189743259775988
-1.6808506387986344,-0.8429830143700335,0.6862949049629041,-0.31424738629989646,0.5454539622114973
0.9342422960726087,0.8710863987838259,0.5287232213141168,-0.49549481071276696,0.9222699674615417
1.017751707589367,0.2961901023774832,-0.6627297009781875,-1.3854267273116758,1.4377031465355696
0.816552019205315,1.2931628412633767,0.8341349946892441,1.0000188125787248,-0.9100763971795286
0.8503729797808205,0.9488057428468101,1.3039278189208294,0.8969594550784091,-1.1429133262767166
0.5894432068054455,0.9063004297590374,0.902392699952584,-0.07285564576775748,1.140589479935645
-0.25616148078221385,-0.6753423726425095,-0.12682088074674244,1.2466876345732687,0.39888011353115793
-0.09877316274838319,-0.9061360507262581,0.44431855982102136,-0.01399771932261855,0.9713066013701492
1.0157659996674717,-0.6865387331496902,-0.6930756756914214,0.7009507189700598,0.058619197563044546
1.0215334366507312,-0.6989761570122662,-0.4694304155570004,-0.16502214616645647,-0.0833348724340287
0.7614977085419248,0.6229348568042804,0.893727595267016,1.4735062500660718,-1.7622966175653478
-0.41635566667402435,-1.8388190111418854,-1.199462200711451,-0.6152572667111015,0.39384078908914855
-0.5818774767277877,1.1876802144562073,0.2124288591941325,1.4085832929923212,-0.6123628952832338
0.06451916857202863,-1.1697594856971023,-2.0745689995625107,-1.1315511897681163,1.2585722420372696
-1.346107088048104,-0.057643475135670294,-0.30379833381742133,-1.2152034124728535,0.7797635430580342
0.7816080614346467,-0.48008720558310025,0.2319078094872938,0.11455208969427524,0.7910235912234818
0.887082457101987,0.29566996979990146,0.04870442768345219,0.45529365232017804,0.7458710069642815
