cohort,program,subgroup_col,group_a,group_b,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mann_whitney_u,p_raw,cliffs_delta,p_bh_fdr,reject_bh_fdr,p_bh_fdr_all_program_pairs,reject_bh_fdr_all_program_pairs
bi_synthetic,HDAC_Panobinostat_Romidepsin,bi_group,Hypermitotic,Immune-enriched,161,177,-0.003954309693871675,0.7035502590422115,-0.7075045687360831,9421.0,7.455629702385225e-08,-0.3388075937818016,1.1183444553577838e-07,True,1.0166767775979853e-07,True
bi_synthetic,HDAC_Panobinostat_Romidepsin,bi_group,Hypermitotic,Merlin-intact,161,227,-0.003954309693871675,0.20560956790662843,-0.2095638776005001,16908.0,0.2098156706305775,-0.07472569567953594,0.2098156706305775,False,0.2098156706305775,False
bi_synthetic,HDAC_Panobinostat_Romidepsin,bi_group,Immune-enriched,Merlin-intact,177,227,0.7035502590422115,0.20560956790662843,0.49794069113558304,26355.0,7.447379813253968e-08,0.31187933995370715,1.1183444553577838e-07,True,1.0166767775979853e-07,True
bi_synthetic,Proteasome_Carfilzomib,bi_group,Hypermitotic,Immune-enriched,161,177,-0.6753423726425095,0.7139047431827278,-1.3892471158252373,7221.0,4.8096397792098965e-15,-0.4932098115591115,1.442891933762969e-14,True,2.404819889604948e-14,True
bi_synthetic,Proteasome_Carfilzomib,bi_group,Hypermitotic,Merlin-intact,161,227,-0.6753423726425095,0.05056807540712998,-0.7259104480496394,12968.0,1.0942429144581816e-06,-0.2903384682737297,1.0942429144581816e-06,True,1.367803643072727e-06,True
bi_synthetic,Proteasome_Carfilzomib,bi_group,Immune-enriched,Merlin-intact,177,227,0.7139047431827278,0.05056807540712998,0.6633366677755979,27568.0,1.3477393286976807e-10,0.3722591403469474,2.021608993046521e-10,True,2.8880128472093156e-10,True
bi_synthetic,Tubulin_Ixabepilone,bi_group,Hypermitotic,Immune-enriched,161,177,-0.6114139903860432,0.6258162547004489,-1.237230245086492,7718.0,3.3912808925422505e-13,-0.45832894690669196,1.0173842677626752e-12,True,1.0173842677626752e-12,True
bi_synthetic,Tubulin_Ixabepilone,bi_group,Hypermitotic,Merlin-intact,161,227,-0.6114139903860432,0.2461985973845098,-0.8576125877705529,11812.0,2.9216191240335667e-09,-0.353599474649082,4.38242868605035e-09,True,5.478035857562937e-09,True
bi_synthetic,Tubulin_Ixabepilone,bi_group,Immune-enriched,Merlin-intact,177,227,0.6258162547004489,0.2461985973845098,0.3796176573159391,23843.0,0.0012691535387057487,0.18683889594066552,0.0012691535387057487,True,0.0014644079292758638,True
bi_synthetic,Translation_Omacetaxine,bi_group,Hypermitotic,Immune-enriched,161,177,-0.4311301721202437,1.0043758837589412,-1.4355060558791848,7359.0,1.6160755226011423e-14,-0.4835245815348984,2.4241132839017137e-14,True,6.060283209754284e-14,True
bi_synthetic,Translation_Omacetaxine,bi_group,Hypermitotic,Merlin-intact,161,227,-0.4311301721202437,-0.31424738629989646,-0.11688278582034722,16863.0,0.1951769552593391,-0.07718827810764221,0.1951769552593391,False,0.20911816634929187,False
bi_synthetic,Translation_Omacetaxine,bi_group,Immune-enriched,Merlin-intact,177,227,1.0043758837589412,-0.31424738629989646,1.3186232700588376,30221.0,3.3208270215437644e-18,0.5043181761616765,9.962481064631293e-18,True,2.4906202661578232e-17,True
bi_synthetic,HDAC8_TGFb_EMT_Resistance,bi_group,Hypermitotic,Immune-enriched,161,177,0.1309070022933549,-0.6879490108931855,0.8188560131865403,19380.0,1.0737619931968257e-08,0.3601431729655753,1.0737619931968257e-08,True,1.7896033219947097e-08,True
bi_synthetic,HDAC8_TGFb_EMT_Resistance,bi_group,Hypermitotic,Merlin-intact,161,227,0.1309070022933549,0.6091659081168712,-0.4782589058235163,11098.0,4.34177520133959e-11,-0.3926724491750349,6.512662802009385e-11,True,1.0854438003348974e-10,True
bi_synthetic,HDAC8_TGFb_EMT_Resistance,bi_group,Immune-enriched,Merlin-intact,177,227,-0.6879490108931855,0.6091659081168712,-1.2971149190100566,8195.0,1.718217250585265e-24,-0.5920754623061798,5.154651751755795e-24,True,2.5773258758778977e-23,True
